HM Revenue & Customs
District Heating - kWh
"**Please note: empty cells representing half-hourly consumption mean that there is no data available for that time; numbers followed by an 'E' are unreliable numbers"

Site Name,Utility,Unit,Date,00:00,00:30,01:00,01:30,02:00,02:30,03:00,03:30,04:00,04:30,05:00,05:30,06:00,06:30,07:00,07:30,08:00,08:30,09:00,09:30,10:00,10:30,11:00,11:30,12:00,12:30,13:00,13:30,14:00,14:30,15:00,15:30,16:00,16:30,17:00,17:30,18:00,18:30,19:00,19:30,20:00,20:30,21:00,21:30,22:00,22:30,23:00,23:30,Total
"100 Parliament Street, London",District Heating,kWh,2014-03-28,28,24,31,31,27,27,30,30,29,32,38,36,36,35,39,38,53,50,43,42,40,38,37,36,35,34,36,34,33,33,34,32,33,33,34,33,34,34,35,37,36,31,28,0,0,0,0,0,1489
"100 Parliament Street, London",District Heating,kWh,2014-03-30,1,2,1,1,1,2,1,2,1,1,2,1,2,1,1,2,1,39,148,60,26,24,0,0,1,1,0,0,10,97,34,20,24,26,23,22,23,22,24,23,23,23,22,23,22,0,0,0,783
"100 Parliament Street, London",District Heating,kWh,2014-03-31,25,24,22,22,23,22,24,23,28,28,26,28,28,29,39,38,34,31,31,29,29,28,27,26,27,27,26,26,27,25,26,25,26,26,25,27,25,27,26,23,21,18,18,15,1,0,8,44,1203
"100 Parliament Street, London",District Heating,kWh,2014-04-01,27,15,18,22,20,20,21,22,25,26,26,25,28,28,33,35,32,32,29,29,28,28,28,26,25,25,24,24,22,24,23,23,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,836
"100 Parliament Street, London",District Heating,kWh,2014-04-02,22,20,19,20,20,20,22,21,26,26,25,25,28,26,33,33,31,30,29,28,27,26,28,27,26,25,24,23,23,22,23,24,23,24,25,26,25,26,26,23,21,17,18,19,18,19,19,16,1147
"100 Parliament Street, London",District Heating,kWh,2014-04-03,22,20,18,19,20,19,20,20,25,27,23,25,26,26,33,33,32,29,29,29,27,27,26,24,24,23,24,23,22,23,23,24,23,24,25,26,25,26,25,24,19,19,17,18,20,18,19,16,1129
"100 Parliament Street, London",District Heating,kWh,2014-04-04,22,18,18,19,19,18,19,19,26,24,24,23,25,25,30,32,30,30,28,28,28,27,27,25,25,25,25,25,23,24,25,24,25,25,25,25,25,26,25,23,0,0,0,0,0,0,0,0,979
"100 Parliament Street, London",District Heating,kWh,2014-04-05,23,20,19,20,21,20,22,22,22,22,22,22,23,23,24,25,26,26,25,24,24,22,22,21,21,22,21,22,21,22,22,21,22,21,19,19,18,19,19,19,18,18,18,19,18,0,0,0,959
"100 Parliament Street, London",District Heating,kWh,2014-04-06,21,18,18,19,18,19,18,18,20,18,20,19,19,19,19,20,24,23,23,23,23,22,22,21,21,22,22,21,20,21,22,20,21,20,18,18,19,19,19,19,18,19,18,19,19,18,19,16,952
"100 Parliament Street, London",District Heating,kWh,2014-04-07,21,18,18,18,18,18,19,18,25,23,23,22,24,24,30,30,28,28,27,27,26,25,26,25,25,26,25,25,25,26,25,25,26,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,814
"100 Parliament Street, London",District Heating,kWh,2014-04-08,25,21,21,22,22,21,25,23,29,30,29,30,31,31,41,39,32,35,31,33,29,28,28,27,26,27,26,26,26,25,26,25,26,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,942
"100 Parliament Street, London",District Heating,kWh,2014-04-09,23,22,21,22,21,21,25,22,29,30,29,30,30,31,40,39,34,33,32,29,29,27,27,26,26,24,25,25,21,23,23,20,20,21,21,21,21,23,23,0,0,0,0,0,0,0,0,0,1009
"100 Parliament Street, London",District Heating,kWh,2014-04-10,23,20,19,20,20,19,22,22,26,25,24,24,27,26,35,33,29,28,26,26,25,23,24,23,21,22,21,22,20,21,19,21,20,20,21,22,21,23,22,0,0,0,0,0,0,0,0,0,905
"100 Parliament Street, London",District Heating,kWh,2014-04-11,22,18,18,19,18,18,20,18,23,23,21,22,24,23,29,31,27,27,26,26,24,24,24,22,23,22,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,614
"100 Parliament Street, London",District Heating,kWh,2014-04-12,22,21,19,21,20,21,21,22,21,20,22,22,22,22,23,23,23,23,22,22,22,21,21,21,20,20,20,20,20,21,21,20,21,20,18,19,19,20,20,20,19,21,20,21,21,21,21,18,998
"100 Parliament Street, London",District Heating,kWh,2014-04-13,24,21,21,22,21,22,22,22,23,22,22,22,23,22,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,333
"100 Parliament Street, London",District Heating,kWh,2014-04-14,24,22,21,22,23,22,23,25,27,28,27,26,27,29,38,38,31,31,30,29,28,26,25,24,23,24,23,22,23,22,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,806
"100 Parliament Street, London",District Heating,kWh,2014-04-15,25,24,22,24,24,23,25,25,29,28,29,27,33,30,41,42,32,36,31,16,10,27,24,21,22,21,21,21,20,20,20,20,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,832
"100 Parliament Street, London",District Heating,kWh,2014-04-16,25,22,22,23,22,23,24,23,28,25,27,25,29,27,36,37,31,29,27,27,25,24,23,21,22,20,20,19,19,18,19,18,18,17,18,20,18,20,20,20,17,17,17,18,17,0,0,0,1017
"100 Parliament Street, London",District Heating,kWh,2014-04-17,21,19,18,19,20,19,20,20,23,23,22,22,24,24,31,31,28,25,25,24,22,21,20,19,19,19,18,19,19,19,19,19,20,19,21,19,20,22,21,0,0,0,0,0,0,0,0,0,833
"100 Parliament Street, London",District Heating,kWh,2014-04-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"100 Parliament Street, London",District Heating,kWh,2014-04-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"100 Parliament Street, London",District Heating,kWh,2014-04-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"100 Parliament Street, London",District Heating,kWh,2014-04-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"100 Parliament Street, London",District Heating,kWh,2014-04-22,23,20,19,20,20,19,21,19,25,23,21,22,24,22,32,33,32,21,29,25,25,24,24,24,22,21,21,20,21,20,20,20,19,20,20,21,21,23,22,0,0,0,0,0,0,0,0,0,878
"100 Parliament Street, London",District Heating,kWh,2014-04-23,21,19,18,20,19,19,21,20,23,23,22,23,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,272
"100 Parliament Street, London",District Heating,kWh,2014-04-24,21,18,17,18,18,18,18,19,21,22,20,21,22,21,29,30,25,22,23,21,21,20,19,19,18,18,17,19,18,18,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,628
"100 Parliament Street, London",District Heating,kWh,2014-04-25,20,18,17,19,18,18,18,20,22,22,22,21,23,24,30,33,28,26,26,25,25,22,24,25,22,22,22,21,22,20,21,20,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,737
"100 Parliament Street, London",District Heating,kWh,2014-04-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"100 Parliament Street, London",District Heating,kWh,2014-04-27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"100 Parliament Street, London",District Heating,kWh,2014-04-28,21,19,17,18,18,18,19,18,21,21,23,20,20,23,34,34,29,26,27,24,24,24,21,21,21,20,20,19,17,18,18,17,18,18,19,19,19,20,20,20,16,15,15,17,16,0,0,0,922
"100 Parliament Street, London",District Heating,kWh,2014-04-29,19,18,16,17,17,17,19,18,21,20,20,19,22,21,28,31,25,23,23,23,21,21,19,19,18,18,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,552
"100 Parliament Street, London",District Heating,kWh,2014-04-30,19,18,16,17,17,16,18,17,22,20,21,20,23,22,30,31,25,23,23,21,18,18,17,17,16,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,537
"100 Parliament Street, London",District Heating,kWh,2014-05-01,20,17,16,17,17,17,17,19,21,20,20,19,20,20,28,29,25,24,24,24,23,22,24,21,21,20,21,22,20,20,19,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,687
"100 Parliament Street, London",District Heating,kWh,2014-05-02,20,18,16,17,18,17,18,17,23,21,20,20,23,22,30,31,26,26,26,24,23,24,23,24,23,23,23,23,23,23,25,24,24,24,23,24,23,25,24,23,19,17,18,20,19,0,0,0,997
"100 Parliament Street, London",District Heating,kWh,2014-05-03,24,23,23,20,23,24,23,23,23,24,24,23,24,24,25,24,24,24,24,23,23,21,23,21,22,20,18,19,19,19,18,19,18,18,17,17,17,17,18,18,19,19,19,20,20,0,0,0,948
"100 Parliament Street, London",District Heating,kWh,2014-05-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"100 Parliament Street, London",District Heating,kWh,2014-05-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"100 Parliament Street, London",District Heating,kWh,2014-05-06,17,17,15,15,15,16,16,17,18,19,18,19,17,20,25,27,22,20,21,19,19,18,18,17,18,16,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,496
"100 Parliament Street, London",District Heating,kWh,2014-05-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"100 Parliament Street, London",District Heating,kWh,2014-05-08,18,16,15,16,15,15,17,16,19,18,19,19,18,17,26,27,24,23,22,21,21,22,21,20,20,19,20,18,18,18,18,17,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,631
"100 Parliament Street, London",District Heating,kWh,2014-05-09,16,17,14,14,16,15,14,16,18,19,18,17,19,18,26,26,22,19,21,19,19,19,20,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,439
"100 Parliament Street, London",District Heating,kWh,2014-05-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"100 Parliament Street, London",District Heating,kWh,2014-05-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"100 Parliament Street, London",District Heating,kWh,2014-05-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"100 Parliament Street, London",District Heating,kWh,2014-05-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"100 Parliament Street, London",District Heating,kWh,2014-05-14,18,19,16,16,17,16,18,18,20,19,20,21,20,21,29,28,24,20,21,20,18,18,17,17,17,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,520
"100 Parliament Street, London",District Heating,kWh,2014-05-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"100 Parliament Street, London",District Heating,kWh,2014-05-16,0,1,1,0,1,1,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
"100 Parliament Street, London",District Heating,kWh,2014-05-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"100 Parliament Street, London",District Heating,kWh,2014-05-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"100 Parliament Street, London",District Heating,kWh,2014-05-19,1,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
"100 Parliament Street, London",District Heating,kWh,2014-05-20,0,1,0,1,0,0,1,0,1,1,0,0,1,1,0,1,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13
"100 Parliament Street, London",District Heating,kWh,2014-05-21,0,1,0,1,0,1,1,0,0,1,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
"100 Parliament Street, London",District Heating,kWh,2014-05-22,1,0,1,1,1,0,1,1,0,1,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
"100 Parliament Street, London",District Heating,kWh,2014-05-23,1,1,0,1,0,1,0,0,1,1,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,19
"100 Parliament Street, London",District Heating,kWh,2014-05-24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"100 Parliament Street, London",District Heating,kWh,2014-05-25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"100 Parliament Street, London",District Heating,kWh,2014-05-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"100 Parliament Street, London",District Heating,kWh,2014-05-27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"100 Parliament Street, London",District Heating,kWh,2014-05-28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"100 Parliament Street, London",District Heating,kWh,2014-05-29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"100 Parliament Street, London",District Heating,kWh,2014-05-30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"100 Parliament Street, London",District Heating,kWh,2014-05-31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"100 Parliament Street, London",District Heating,kWh,2014-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"100 Parliament Street, London",District Heating,kWh,2014-06-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"100 Parliament Street, London",District Heating,kWh,2014-06-03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"100 Parliament Street, London",District Heating,kWh,2014-06-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"100 Parliament Street, London",District Heating,kWh,2014-06-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"100 Parliament Street, London",District Heating,kWh,2014-06-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"100 Parliament Street, London",District Heating,kWh,2014-06-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"100 Parliament Street, London",District Heating,kWh,2014-06-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"100 Parliament Street, London",District Heating,kWh,2014-06-09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"100 Parliament Street, London",District Heating,kWh,2014-06-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"100 Parliament Street, London",District Heating,kWh,2014-06-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"100 Parliament Street, London",District Heating,kWh,2014-06-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"100 Parliament Street, London",District Heating,kWh,2014-06-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"100 Parliament Street, London",District Heating,kWh,2014-06-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"100 Parliament Street, London",District Heating,kWh,2014-06-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"100 Parliament Street, London",District Heating,kWh,2014-06-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"100 Parliament Street, London",District Heating,kWh,2014-06-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"100 Parliament Street, London",District Heating,kWh,2014-06-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"100 Parliament Street, London",District Heating,kWh,2014-06-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"100 Parliament Street, London",District Heating,kWh,2014-06-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"100 Parliament Street, London",District Heating,kWh,2014-06-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"100 Parliament Street, London",District Heating,kWh,2014-06-22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"100 Parliament Street, London",District Heating,kWh,2014-06-23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"100 Parliament Street, London",District Heating,kWh,2014-06-24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"100 Parliament Street, London",District Heating,kWh,2014-06-25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"100 Parliament Street, London",District Heating,kWh,2014-06-26,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"100 Parliament Street, London",District Heating,kWh,2014-06-27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"100 Parliament Street, London",District Heating,kWh,2014-06-28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"100 Parliament Street, London",District Heating,kWh,2014-06-29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"100 Parliament Street, London",District Heating,kWh,2014-06-30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"100 Parliament Street, London",District Heating,kWh,2014-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"100 Parliament Street, London",District Heating,kWh,2014-07-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"100 Parliament Street, London",District Heating,kWh,2014-07-03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"100 Parliament Street, London",District Heating,kWh,2014-07-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"100 Parliament Street, London",District Heating,kWh,2014-07-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"100 Parliament Street, London",District Heating,kWh,2014-07-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"100 Parliament Street, London",District Heating,kWh,2014-07-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"100 Parliament Street, London",District Heating,kWh,2014-07-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"100 Parliament Street, London",District Heating,kWh,2014-07-09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"100 Parliament Street, London",District Heating,kWh,2014-07-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"100 Parliament Street, London",District Heating,kWh,2014-07-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"100 Parliament Street, London",District Heating,kWh,2014-07-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"100 Parliament Street, London",District Heating,kWh,2014-07-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"100 Parliament Street, London",District Heating,kWh,2014-07-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
